eb,qb,pair,peak_C,peak_lag_tau_b,C_at_zero_lag
0.0,1.0,lambda-alpha1,-0.10388116314836937,-230.0,-0.019822885347777746
0.0,1.0,lambda-alpha2,0.12900412322285265,-210.0,0.050968940067462554
0.0,1.0,lambda-mass_disk1,-0.06744408017175804,790.0,-0.0318547358058598
0.0,1.0,lambda-mass_disk2,-0.0807067846005952,960.0,-0.006278673232832002
0.1,1.0,lambda-rmin1,-0.6455234546966387,-10.0,-0.6039859516878154
0.1,1.0,lambda-rmin2,0.6570266829527236,0.0,0.6570266829527236
0.1,1.0,lambda-mdot1,-0.5318350953280953,0.0,-0.5318350953280953
0.1,1.0,lambda-mdot2,0.6117847849853263,0.0,0.6117847849853263
0.1,1.0,rmin1-rmin2,0.4983329573668771,240.0,-0.20849841552837323
0.1,1.0,mdot1-mdot2,0.6768483373556203,260.0,0.27095238260981486
0.1,1.0,mdot1-rmin1,0.6203628155935119,0.0,0.6203628155935119
0.1,1.0,mdot1-rmin2,0.44662785997026844,240.0,-0.12646641996638994
0.1,1.0,mdot2-rmin1,0.456402235292142,-260.0,-0.14713996957945982
0.1,1.0,mdot2-rmin2,0.6413577543759249,-10.0,0.6330967564763699
0.1,1.0,lambda-alpha1,-0.6404714896616553,-190.0,0.616371893002384
0.1,1.0,lambda-alpha2,-0.6427752622725746,10.0,-0.6171580920485615
0.1,1.0,lambda-mass_disk1,0.23244971087304142,30.0,0.14422476049597216
0.1,1.0,lambda-mass_disk2,0.11376927121520529,-220.0,-0.004794711175691921
0.2,1.0,lambda-rmin1,0.26903329015605243,-20.0,-0.23171352471344095
0.2,1.0,lambda-rmin2,-0.398455167721057,-10.0,0.05167503574247305
0.2,1.0,lambda-mdot1,-0.49056687410306477,-10.0,-0.45423880848295745
0.2,1.0,lambda-mdot2,-0.5074075099724277,-10.0,-0.34227253492002335
0.2,1.0,rmin1-rmin2,-0.2515947330656778,10.0,-0.11270465912240663
0.2,1.0,mdot1-mdot2,0.9920864286218972,0.0,0.9920864286218972
0.2,1.0,mdot1-rmin1,-0.3028620347066137,-10.0,-0.15512990494444379
0.2,1.0,mdot1-rmin2,0.4130248440363857,-10.0,0.39353293147052754
0.2,1.0,mdot2-rmin1,-0.3168228721070887,-10.0,-0.19498243474248292
0.2,1.0,mdot2-rmin2,0.4204107854785817,0.0,0.4204107854785817
0.2,1.0,lambda-alpha1,0.2930249895753558,0.0,0.2930249895753558
0.2,1.0,lambda-alpha2,0.16855352355789788,-820.0,0.07564441853799692
0.2,1.0,lambda-mass_disk1,-0.5383139517013911,-10.0,-0.4001664761637852
0.2,1.0,lambda-mass_disk2,-0.371206168058164,0.0,-0.371206168058164
0.3,1.0,lambda-rmin1,0.38426625879843246,-70.0,0.30073762794694586
0.3,1.0,lambda-rmin2,-0.4105026058324766,0.0,-0.4105026058324766
0.3,1.0,lambda-mdot1,-0.7577298468714174,0.0,-0.7577298468714174
0.3,1.0,lambda-mdot2,0.8920417203608337,0.0,0.8920417203608337
0.3,1.0,rmin1-rmin2,-0.21159107055626772,40.0,0.10755295461976896
0.3,1.0,mdot1-mdot2,-0.5432177649269095,10.0,-0.515267497073001
0.3,1.0,mdot1-rmin1,-0.43587930777473605,0.0,-0.43587930777473605
0.3,1.0,mdot1-rmin2,0.3091634975156168,40.0,0.2591808697023544
0.3,1.0,mdot2-rmin1,0.30460155355811414,-70.0,0.19847067986084613
0.3,1.0,mdot2-rmin2,-0.41046491889133896,0.0,-0.41046491889133896
0.3,1.0,lambda-alpha1,-0.20803733440048156,20.0,-0.11393565927523422
0.3,1.0,lambda-alpha2,0.38417863298392274,0.0,0.38417863298392274
0.3,1.0,lambda-mass_disk1,0.529296075210079,0.0,0.529296075210079
0.3,1.0,lambda-mass_disk2,-0.6891174756244183,0.0,-0.6891174756244183
0.4,1.0,lambda-rmin1,-0.2362970603287834,860.0,-0.011298188124181216
0.4,1.0,lambda-rmin2,-0.18832188458763485,-210.0,0.11127866806971627
0.4,1.0,lambda-mdot1,-0.7246743516349312,0.0,-0.7246743516349312
0.4,1.0,lambda-mdot2,0.8903207125501875,0.0,0.8903207125501875
0.4,1.0,rmin1-rmin2,0.3081893568677561,-370.0,0.19160842751369722
0.4,1.0,mdot1-mdot2,0.6810986236521309,-340.0,-0.5658232362428032
0.4,1.0,mdot1-rmin1,0.23226759796083019,880.0,0.0008014473653758784
0.4,1.0,mdot1-rmin2,-0.1845519735878622,850.0,-0.14533459039442187
0.4,1.0,mdot2-rmin1,-0.229092468471226,910.0,-0.06193244131400382
0.4,1.0,mdot2-rmin2,-0.19855305649623586,-210.0,0.06697482117536586
0.4,1.0,lambda-alpha1,0.22277861801751808,970.0,-0.06880911195266656
0.4,1.0,lambda-alpha2,0.16435567053743544,560.0,0.023745979688499896
0.4,1.0,lambda-mass_disk1,-0.2849163390670018,970.0,0.10401679473686598
0.4,1.0,lambda-mass_disk2,-0.23496572396852938,520.0,0.09295973528838665
0.5,1.0,lambda-rmin1,0.907467444890408,960.0,-0.715856129070517
0.5,1.0,lambda-rmin2,0.9159138158504523,30.0,0.7095292864289259
0.5,1.0,lambda-mdot1,0.8994144074682104,920.0,-0.8908295394597971
0.5,1.0,lambda-mdot2,0.9044252782243615,740.0,0.902356428248795
0.5,1.0,rmin1-rmin2,0.987313106968796,-560.0,-0.9305086867619697
0.5,1.0,mdot1-mdot2,0.9762446256133607,190.0,-0.7825877019707408
0.5,1.0,mdot1-rmin1,-0.8348622311723431,-890.0,0.5774220498951842
0.5,1.0,mdot1-rmin2,-0.8362421863840442,-700.0,-0.6196564988052523
0.5,1.0,mdot2-rmin1,-0.8252682673968479,780.0,-0.6195922806468568
0.5,1.0,mdot2-rmin2,0.8349928316832552,780.0,0.5789134027248108
0.5,1.0,lambda-alpha1,0.7592005990243058,-940.0,-0.6923005347621588
0.5,1.0,lambda-alpha2,0.7801121245255277,0.0,0.7801121245255277
0.5,1.0,lambda-mass_disk1,0.4786015416614819,-780.0,0.2409026075476393
0.5,1.0,lambda-mass_disk2,-0.5087424037182717,710.0,-0.45713210857512204
0.6,1.0,lambda-rmin1,0.954983929392483,-140.0,-0.622191356580894
0.6,1.0,lambda-rmin2,0.9544640738845469,50.0,0.6023933516912935
0.6,1.0,lambda-mdot1,0.9189745150279045,920.0,-0.8769076313449963
0.6,1.0,lambda-mdot2,0.9213108221359392,-740.0,0.9196097957317709
0.6,1.0,rmin1-rmin2,0.9835725204423625,180.0,-0.9413928113084291
0.6,1.0,mdot1-mdot2,0.9835747564395688,-180.0,-0.8319099816335269
0.6,1.0,mdot1-rmin1,0.8890753536523919,-690.0,0.5418196216242717
0.6,1.0,mdot1-rmin2,0.8940921442401533,-870.0,-0.5601265974065084
0.6,1.0,mdot2-rmin1,0.8931597237013594,980.0,-0.5656372533468663
0.6,1.0,mdot2-rmin2,0.8969739303359587,790.0,0.5469738048125755
0.6,1.0,lambda-alpha1,0.7695256678196792,170.0,-0.6678181986463844
0.6,1.0,lambda-alpha2,0.7692047072995422,-20.0,0.7172049554120585
0.6,1.0,lambda-mass_disk1,-0.22892942639546762,-900.0,-0.13580898248437231
0.6,1.0,lambda-mass_disk2,0.2252802967321603,1000.0,-0.12323131843643531
0.8,1.0,lambda-rmin1,0.8499994430160737,-50.0,0.11190292367346508
0.8,1.0,lambda-rmin2,0.8526926011958046,70.0,-0.16709199416261208
0.8,1.0,lambda-mdot1,-0.7893401092729448,0.0,-0.7893401092729448
0.8,1.0,lambda-mdot2,-0.7290713066005655,130.0,0.7036625476826602
0.8,1.0,rmin1-rmin2,0.9053245600812664,130.0,-0.7893322178027544
0.8,1.0,mdot1-mdot2,0.9285154338040021,130.0,-0.45177303394528945
0.8,1.0,mdot1-rmin1,0.8319281469511085,70.0,0.046839212678457726
0.8,1.0,mdot1-rmin2,0.8178346860791328,-60.0,0.19705123359866406
0.8,1.0,mdot2-rmin1,0.8109781325240787,-60.0,0.19805547606219767
0.8,1.0,mdot2-rmin2,0.8371468205327103,70.0,0.05306927656886358
0.8,1.0,lambda-alpha1,0.7770745768018613,90.0,-0.31010980743236166
0.8,1.0,lambda-alpha2,0.7282961499965143,-30.0,0.3415597965384124
0.8,1.0,lambda-mass_disk1,0.7525729489452325,50.0,0.05434015810545935
0.8,1.0,lambda-mass_disk2,0.7077982064829738,-80.0,-0.32388916939433116
